"","age","balance","day","duration","campaign","pdays","previous","y"
"30450",34,992,5,71,2,-1,0,"yes"
"29197",48,303,2,142,1,189,4,"no"
"37029",32,7444,13,22,1,370,1,"no"
"41397",70,2626,2,140,2,-1,0,"yes"
"23967",35,910,29,77,14,-1,0,"no"
"7285",40,2715,29,125,2,-1,0,"no"
"28406",57,596,29,90,1,-1,0,"no"
"23244",36,0,27,134,2,-1,0,"no"
"40083",38,1190,4,81,2,391,3,"yes"
"21847",39,51,20,140,2,-1,0,"no"
"32146",50,202,15,107,1,148,4,"no"
"16253",40,630,23,177,2,-1,0,"no"
"31125",24,23878,18,185,1,-1,0,"yes"
"40614",52,1228,4,218,1,-1,0,"yes"
"25002",55,5010,18,530,1,-1,0,"no"
"39511",43,1612,25,262,2,353,1,"yes"
"20409",32,948,12,204,2,-1,0,"no"
"10627",37,285,16,401,2,-1,0,"no"
"2834",60,1327,14,80,1,-1,0,"no"
"5783",50,14,26,68,1,-1,0,"no"
"36709",27,498,12,191,1,369,3,"no"
"492",29,1,6,215,1,-1,0,"no"
"24859",46,68,18,111,2,155,3,"no"
"792",44,503,7,629,2,-1,0,"no"
"4692",27,89,20,139,5,-1,0,"no"
"26724",34,558,20,108,2,-1,0,"no"
"6993",44,398,28,140,5,-1,0,"no"
"35619",49,762,7,373,2,360,4,"no"
"7193",32,187,29,315,1,-1,0,"no"
"15464",41,4824,18,168,7,-1,0,"no"
"11869",39,4168,20,172,3,-1,0,"no"
"22698",34,1174,25,136,17,-1,0,"no"
"814",29,0,7,104,2,-1,0,"no"
"6991",33,-675,28,245,2,-1,0,"no"
"6073",35,77,26,282,3,-1,0,"no"
"44898",31,3338,27,162,2,95,4,"no"
"38839",28,1636,18,97,1,355,2,"no"
"10185",56,0,11,142,2,-1,0,"no"
"16008",48,380,22,188,5,-1,0,"no"
"12463",41,1,1,117,1,-1,0,"no"
"2535",27,0,13,296,1,-1,0,"no"
"21578",58,172,19,145,7,-1,0,"no"
"6804",27,811,28,591,2,-1,0,"no"
"29573",30,151,3,276,2,-1,0,"no"
"34597",42,0,5,127,1,-1,0,"no"
"39288",27,176,18,10,2,350,7,"no"
"7882",27,2061,30,72,3,-1,0,"no"
"4814",31,216,21,565,1,-1,0,"yes"
"5140",36,352,21,139,2,-1,0,"no"
"30481",38,0,5,214,2,-1,0,"no"
"562",36,131,6,153,1,-1,0,"no"
"34495",58,2160,5,1090,1,-1,0,"yes"
"6315",49,1304,27,144,1,-1,0,"no"
"34422",38,1390,5,106,4,-1,0,"no"
"12044",29,1422,20,29,27,-1,0,"no"
"34209",25,253,4,597,1,-1,0,"yes"
"37587",33,223,14,15,11,352,4,"no"
"38471",46,2851,15,77,4,-1,0,"no"
"9227",38,-572,5,26,24,-1,0,"no"
"34244",33,489,4,297,4,334,1,"yes"
"32592",39,561,17,88,1,-1,0,"no"
"22019",44,70,20,165,3,-1,0,"no"
"23750",32,1011,28,56,10,-1,0,"no"
"26981",44,-1,21,63,2,-1,0,"no"
"14332",36,0,14,119,2,-1,0,"no"
"9424",55,4053,6,182,2,-1,0,"no"
"11894",37,3728,20,55,4,-1,0,"no"
"25875",39,622,19,145,1,-1,0,"no"
"20538",33,1399,12,436,4,-1,0,"no"
"8344",28,5149,2,232,3,-1,0,"no"
"28955",37,941,2,280,1,-1,0,"no"
"2290",53,0,12,140,7,-1,0,"no"
"19160",49,381,5,504,2,-1,0,"no"
"35959",34,116,8,413,2,-1,0,"no"
"23697",35,-78,28,102,13,-1,0,"no"
"26373",34,7962,20,96,2,-1,0,"no"
"2925",57,628,14,191,1,-1,0,"no"
"27850",26,3244,28,390,1,-1,0,"no"
"11221",59,5744,18,632,1,-1,0,"no"
"2042",57,0,12,144,6,-1,0,"no"
"10812",39,1891,17,147,1,-1,0,"no"
"11776",54,1463,20,60,1,-1,0,"no"
"5139",28,115,21,66,13,-1,0,"no"
"32465",40,750,16,340,1,281,1,"no"
"4979",32,435,21,373,2,-1,0,"no"
"36463",42,292,11,222,3,-1,0,"no"
"3164",40,422,14,187,3,-1,0,"no"
"15934",42,4279,22,98,1,-1,0,"no"
"26132",58,1507,19,255,6,189,1,"no"
"41886",76,1411,19,233,2,187,3,"yes"
"27157",31,804,21,128,2,-1,0,"no"
"15680",38,0,21,93,1,-1,0,"no"
"18114",45,2922,30,153,3,-1,0,"no"
"11075",39,51,17,334,2,-1,0,"no"
"43425",33,718,6,122,1,98,2,"yes"
"24129",26,4683,5,5,1,-1,0,"no"
"43162",47,66,26,297,1,203,1,"no"
"11647",43,-19,20,241,2,-1,0,"no"
"23587",44,217,28,203,4,-1,0,"no"
"41531",67,1979,10,105,2,-1,0,"no"
"32467",53,1319,16,427,1,150,1,"no"
"17413",38,-933,28,149,11,-1,0,"no"
"41736",61,1389,8,92,3,183,1,"no"
"11022",57,0,17,187,2,-1,0,"no"
"16121",29,-247,22,211,1,-1,0,"no"
"27621",33,3140,21,7,5,-1,0,"no"
"17433",35,742,28,83,7,-1,0,"no"
"24059",44,1679,20,718,1,-1,0,"yes"
"23904",47,8480,29,137,9,-1,0,"no"
"38809",28,1944,18,21,7,-1,0,"no"
"23273",38,-453,27,15,9,-1,0,"no"
"23608",32,-262,28,85,24,-1,0,"no"
"7734",24,278,30,111,1,-1,0,"no"
"29855",38,227,4,89,1,209,1,"no"
"26292",32,2085,20,146,1,185,3,"no"
"4597",31,5607,20,261,1,-1,0,"no"
"43619",35,415,4,164,2,89,2,"yes"
"12566",59,140,3,239,1,-1,0,"no"
"32934",25,1294,17,95,4,-1,0,"no"
"25167",54,0,18,283,1,-1,0,"no"
"5430",55,4746,23,288,3,-1,0,"no"
"6255",31,-704,27,195,2,-1,0,"no"
"817",31,435,7,159,2,-1,0,"no"
"21137",57,6610,14,449,2,-1,0,"no"
"8548",43,429,3,35,32,-1,0,"no"
"17591",59,3390,29,43,2,-1,0,"no"
"31798",37,2693,8,261,1,-1,0,"no"
"28320",38,1927,29,527,1,-1,0,"no"
"33056",46,9077,17,427,2,337,1,"no"
"26374",30,2153,20,29,1,-1,0,"no"
"14401",51,50,14,364,3,-1,0,"no"
"13872",34,0,10,307,1,-1,0,"no"
"17406",37,147,28,192,19,-1,0,"no"
"34157",29,486,30,95,1,-1,0,"no"
"8145",34,336,2,313,2,-1,0,"no"
"4483",39,2644,20,253,1,-1,0,"no"
"11830",52,1500,20,109,3,-1,0,"no"
"20859",41,4329,13,559,4,-1,0,"no"
"15553",59,161,21,272,2,-1,0,"no"
"3080",28,0,14,17,24,-1,0,"no"
"43907",36,495,14,187,1,94,9,"yes"
"2608",47,743,13,367,1,-1,0,"no"
"30691",56,2780,6,81,3,-1,0,"no"
"20316",35,289,11,80,10,-1,0,"no"
"24340",46,2348,17,182,1,-1,0,"no"
"6370",53,1555,27,383,2,-1,0,"no"
"17047",36,1988,25,102,2,-1,0,"no"
"35930",59,0,8,130,1,-1,0,"no"
"13003",45,4688,7,112,10,-1,0,"no"
"1189",36,-206,8,177,2,-1,0,"no"
"7499",28,222,29,101,23,-1,0,"no"
"4877",33,467,21,494,2,-1,0,"no"
"21803",31,0,20,117,4,-1,0,"no"
"28598",29,12,29,298,3,-1,0,"no"
"26959",30,2816,21,71,1,-1,0,"no"
"36050",47,2548,11,577,1,368,1,"no"
"11494",50,1389,19,162,3,-1,0,"no"
"37924",32,398,14,209,2,-1,0,"no"
"30203",33,741,5,283,1,260,1,"no"
"5953",44,-544,26,181,3,-1,0,"no"
"18938",54,537,4,226,1,-1,0,"no"
"3930",21,325,16,467,1,-1,0,"no"
"6796",38,12,28,150,2,-1,0,"no"
"44425",33,180,4,561,1,435,3,"yes"
"30181",58,-382,5,398,4,189,12,"no"
"20765",48,145,13,106,5,-1,0,"no"
"36352",39,-495,11,51,6,-1,0,"no"
"41457",35,7918,7,497,1,-1,0,"yes"
"29347",38,581,2,223,2,272,1,"no"
"40464",33,242,3,320,2,-1,0,"no"
"40544",46,922,8,576,1,-1,0,"yes"
"10642",37,306,16,73,1,-1,0,"no"
"14110",39,401,11,112,2,-1,0,"no"
"30311",47,289,5,210,1,-1,0,"no"
"42541",54,12018,21,267,2,-1,0,"yes"
"37205",41,121,13,16,6,176,5,"no"
"14984",55,3919,16,26,2,-1,0,"no"
"4387",38,-980,20,91,1,-1,0,"no"
"24763",34,7717,18,386,1,-1,0,"no"
"21793",58,0,20,46,5,-1,0,"no"
"3935",49,495,16,40,5,-1,0,"no"
"14781",32,67,16,95,4,-1,0,"no"
"27374",56,2811,21,150,2,-1,0,"no"
"41385",45,886,1,115,1,-1,0,"no"
"21200",31,547,14,204,6,-1,0,"no"
"3838",45,1163,16,230,1,-1,0,"no"
"38099",33,-242,15,49,3,-1,0,"no"
"30223",28,292,5,39,1,-1,0,"no"
"1590",35,89,8,166,3,-1,0,"no"
"9210",38,3239,5,817,2,-1,0,"yes"
"23351",32,1165,27,19,23,-1,0,"no"
"10876",55,11,17,150,2,-1,0,"no"
"13697",42,-560,9,630,4,-1,0,"no"
"4736",31,897,20,26,2,-1,0,"no"
"9529",56,832,6,36,2,-1,0,"no"
"1238",55,84,8,166,1,-1,0,"no"
"34126",25,2816,30,327,1,-1,0,"yes"
"2950",53,193,14,521,2,-1,0,"no"
"33111",36,535,20,150,2,-1,0,"yes"
"6282",44,1196,27,202,1,-1,0,"no"
"33219",42,72,20,124,2,348,3,"no"
"9594",58,2836,6,248,2,-1,0,"no"
"1582",34,298,8,220,2,-1,0,"no"
"18258",54,1938,31,81,7,-1,0,"no"
"26942",33,7108,21,255,1,-1,0,"no"
"32832",30,1224,17,196,2,-1,0,"no"
"17881",28,1199,30,1011,20,-1,0,"no"
"6100",38,27,27,62,4,-1,0,"no"
"40917",32,354,12,363,1,104,3,"no"
"12733",59,1914,7,126,3,-1,0,"no"
"35701",32,0,8,77,2,-1,0,"no"
"24953",45,728,18,107,1,-1,0,"no"
"34924",47,31,6,50,1,356,1,"no"
"42701",37,539,18,540,2,115,3,"no"
"27048",44,701,21,103,1,141,2,"no"
"36032",37,240,11,259,1,370,2,"no"
"415",36,1169,6,168,2,-1,0,"no"
"8755",29,-565,4,109,1,-1,0,"no"
"22938",35,5535,26,0,15,-1,0,"no"
"34172",27,73,30,374,1,79,1,"no"
"8528",28,269,3,615,1,-1,0,"no"
"20955",35,467,14,82,2,-1,0,"no"
"28334",31,242,29,24,1,-1,0,"no"
"37596",44,-182,14,10,10,-1,0,"no"
"42323",24,272,16,105,2,94,2,"yes"
"31018",35,1693,10,515,1,-1,0,"yes"
"7529",36,604,30,235,1,-1,0,"no"
"44781",72,2321,14,221,2,64,12,"yes"
"35084",34,0,6,307,2,-1,0,"no"
"375",48,131,6,189,1,-1,0,"no"
"29185",57,11,2,261,1,265,3,"no"
"13187",36,30,8,716,5,-1,0,"yes"
"14811",60,686,16,122,1,-1,0,"no"
"17667",41,261,29,797,15,-1,0,"no"
"6428",44,-239,27,111,3,-1,0,"no"
"22220",50,0,21,120,2,-1,0,"no"
"30739",33,1412,6,433,2,-1,0,"no"
"16902",34,1759,25,695,1,-1,0,"yes"
"16241",46,99,23,569,1,-1,0,"no"
"7991",31,3729,2,192,8,-1,0,"no"
"42850",44,1818,3,508,1,92,4,"yes"
"12888",51,1392,7,511,3,-1,0,"no"
"21491",56,63,19,122,2,-1,0,"no"
"45170",31,2994,10,182,1,229,2,"no"
"29277",45,1214,2,150,2,189,2,"no"
"31182",25,3730,27,353,1,-1,0,"yes"
"25252",58,5037,18,1437,2,-1,0,"yes"
"42721",30,323,25,116,1,151,3,"no"
"20543",31,86,12,150,4,-1,0,"no"
"37497",33,142,13,136,5,-1,0,"no"
"41578",50,388,15,173,2,99,4,"yes"
"15864",29,444,21,130,4,-1,0,"no"
"43602",35,364,30,148,1,-1,0,"no"
"35190",33,29,7,549,1,-1,0,"no"
"29252",48,22,2,429,2,-1,0,"no"
"40263",34,172,15,177,1,-1,0,"yes"
"18666",32,127,31,88,3,-1,0,"no"
"40195",35,948,8,86,1,-1,0,"no"
"9100",57,3063,5,21,1,-1,0,"no"
"22326",31,22,22,122,5,-1,0,"no"
"3078",48,1764,14,125,2,-1,0,"no"
"36788",35,68,12,334,1,347,6,"no"
"22183",52,225,21,58,2,-1,0,"no"
"41941",35,1750,22,422,1,175,4,"no"
"34275",31,2083,4,190,3,355,2,"no"
"26697",49,-471,20,77,3,185,7,"no"
"8647",35,-87,3,1363,7,-1,0,"yes"
"44610",36,5367,31,324,1,455,2,"no"
"25589",55,0,19,336,1,-1,0,"no"
"23341",34,0,27,36,7,-1,0,"no"
"41436",26,9447,4,113,1,100,2,"no"
"24936",30,371,18,170,1,-1,0,"no"
"1835",33,546,9,253,1,-1,0,"no"
"33682",55,2359,20,43,3,-1,0,"no"
"13794",32,1143,10,412,1,-1,0,"no"
"35504",38,2000,7,198,2,-1,0,"no"
"30255",36,767,5,77,1,-1,0,"no"
"7354",44,612,29,88,2,-1,0,"no"
"5353",29,132,23,314,3,-1,0,"no"
"13545",54,-182,9,98,1,-1,0,"no"
"32301",35,485,16,49,1,-1,0,"no"
"7140",54,426,29,205,1,-1,0,"no"
"1984",32,-89,9,389,2,-1,0,"no"
"1337",43,2331,8,364,4,-1,0,"no"
"11128",51,9,18,371,2,-1,0,"yes"
"16088",43,87,22,183,1,-1,0,"no"
"23128",46,326,26,182,7,-1,0,"no"
"15603",51,0,21,130,1,-1,0,"no"
"34686",40,906,5,67,4,-1,0,"no"
"19216",46,44,6,175,2,-1,0,"no"
"18014",39,-139,30,120,2,-1,0,"no"
"25398",32,3845,18,459,3,-1,0,"no"
"27394",32,1047,21,89,2,-1,0,"no"
"15990",47,228,22,89,1,-1,0,"no"
"32602",42,414,17,400,3,-1,0,"no"
"23802",36,0,29,85,6,-1,0,"no"
"25919",47,0,19,50,2,-1,0,"no"
"12024",40,142,20,14,3,-1,0,"no"
"23854",33,8,29,462,2,-1,0,"no"
"7872",58,320,30,171,2,-1,0,"no"
"7667",40,1082,30,854,2,-1,0,"yes"
"12975",35,1688,7,41,4,-1,0,"no"
"8129",61,-156,2,283,5,-1,0,"no"
"31531",39,113,2,1012,2,-1,0,"no"
"24163",22,333,12,129,1,-1,0,"no"
"749",37,88,6,128,2,-1,0,"no"
"34075",31,620,30,214,1,87,1,"no"
"37104",39,0,13,6,7,175,4,"no"
"27270",45,-525,21,980,2,-1,0,"yes"
"23356",42,6383,27,111,5,-1,0,"no"
"18930",37,0,4,69,2,-1,0,"no"
"41376",43,7702,1,108,7,102,3,"no"
"41806",31,52,14,71,1,-1,0,"no"
"34148",33,700,30,169,1,80,2,"yes"
"5961",32,782,26,116,4,-1,0,"no"
"1397",39,-244,8,152,2,-1,0,"no"
"20259",46,8,11,79,6,-1,0,"no"
"45009",26,342,14,133,2,-1,0,"no"
"28897",28,12,30,73,3,256,3,"no"
"3936",44,2185,16,698,1,-1,0,"no"
"33496",48,-110,20,97,2,321,2,"no"
"3659",52,779,16,30,3,-1,0,"no"
"42666",32,51,14,203,1,87,2,"yes"
"17623",43,2113,29,33,2,-1,0,"no"
"6361",33,-616,27,320,1,-1,0,"no"
"1053",27,671,7,332,2,-1,0,"no"
"29606",38,1324,3,178,1,-1,0,"no"
"6359",26,633,27,326,2,-1,0,"no"
"12187",42,738,20,20,3,-1,0,"no"
"122",51,26,5,79,1,-1,0,"no"
"20025",59,2768,8,94,5,-1,0,"no"
"26639",35,410,20,67,2,-1,0,"no"
"26753",30,19796,20,41,1,-1,0,"no"
"5211",35,2238,23,42,3,-1,0,"no"
"25502",43,2124,19,104,1,-1,0,"no"
"20940",45,241,13,536,5,-1,0,"no"
"17063",25,-102,25,466,1,-1,0,"no"
"4904",35,1362,21,230,1,-1,0,"no"
"31957",36,2556,13,342,1,-1,0,"no"
"18995",46,547,4,114,2,-1,0,"no"
"37117",31,6737,13,12,7,-1,0,"no"
"32879",43,0,17,145,2,-1,0,"no"
"44352",39,689,30,240,3,-1,0,"no"
"32331",36,753,16,76,4,-1,0,"no"
"38630",27,-179,15,54,2,-1,0,"no"
"3150",50,810,14,19,14,-1,0,"no"
"35402",31,656,7,158,1,275,1,"no"
"43812",28,128,27,460,1,414,1,"yes"
"28299",34,647,29,392,1,-1,0,"no"
"3279",40,2651,15,94,1,-1,0,"no"
"10980",36,4515,17,408,2,-1,0,"no"
"32910",41,927,17,239,2,148,2,"no"
"41611",83,425,22,773,1,92,2,"yes"
"17656",32,138,29,57,4,-1,0,"no"
"33556",35,353,20,8,3,-1,0,"no"
"17560",58,1517,29,7,5,-1,0,"no"
"24300",50,633,17,302,1,111,6,"no"
"20518",42,759,12,126,3,-1,0,"no"
"32867",35,520,17,476,1,-1,0,"yes"
"22646",50,26394,25,206,4,-1,0,"no"
"39819",30,3343,1,235,1,-1,0,"yes"
"20560",38,508,12,1103,2,-1,0,"yes"
"37334",50,117,13,216,4,-1,0,"no"
"18818",28,144,31,7,22,-1,0,"no"
"18891",46,0,4,343,1,-1,0,"no"
"9959",38,1805,9,952,2,-1,0,"yes"
"2097",32,311,12,757,2,-1,0,"yes"
"37557",40,131,14,102,3,-1,0,"no"
"25584",52,6286,19,288,1,-1,0,"no"
"38953",30,438,18,98,1,178,1,"no"
"36648",39,476,12,212,1,349,4,"no"
"20778",59,782,13,127,2,-1,0,"no"
"10887",58,0,17,436,5,-1,0,"no"
"23961",41,593,29,95,6,-1,0,"no"
"10535",50,0,16,264,4,-1,0,"no"
"9586",57,7082,6,69,3,-1,0,"no"
"14020",30,5,11,58,1,-1,0,"no"
"11866",38,2885,20,1422,10,-1,0,"yes"
"17423",34,2683,28,73,2,-1,0,"no"
"35941",31,0,8,274,2,-1,0,"no"
"39168",38,1560,18,9,2,178,3,"no"
"9445",40,406,6,262,1,-1,0,"no"
"37302",51,42,13,80,2,-1,0,"no"
"7980",37,89,2,51,4,-1,0,"no"
"22861",32,230,25,256,8,-1,0,"no"
"16988",30,71,25,800,2,-1,0,"no"
"5001",32,728,21,125,1,-1,0,"no"
"13567",33,127,9,279,1,-1,0,"no"
"26088",40,9110,19,89,3,-1,0,"no"
"33383",50,516,20,198,1,-1,0,"no"
"23339",44,2541,27,138,3,-1,0,"no"
"13165",28,517,8,681,1,-1,0,"yes"
"13799",30,-298,10,174,1,-1,0,"no"
"16265",57,19,23,158,1,-1,0,"no"
"9916",40,-1,9,24,1,-1,0,"no"
"8328",23,27,2,280,2,-1,0,"no"
"28578",27,81,29,123,2,205,2,"no"
"14687",44,-1,15,194,5,-1,0,"no"
"9224",59,8562,5,86,2,-1,0,"no"
"29618",27,-401,3,205,3,214,1,"no"
"7709",53,3911,30,63,2,-1,0,"no"
"455",34,270,6,159,1,-1,0,"no"
"41245",44,21,24,323,2,-1,0,"no"
"43753",58,1230,20,420,1,87,1,"yes"
"27452",46,3163,21,128,3,-1,0,"no"
"42558",33,1808,28,250,3,-1,0,"yes"
"32393",32,5,16,194,2,-1,0,"no"
"8396",51,1355,3,272,1,-1,0,"no"
"22943",51,292,26,146,9,-1,0,"no"
"4693",27,317,20,16,10,-1,0,"no"
"18792",33,-75,31,22,8,-1,0,"no"
"32012",33,91,14,283,2,-1,0,"no"
"8671",29,2083,3,94,2,-1,0,"no"
"38521",40,771,15,173,4,-1,0,"no"
"23258",51,16,27,145,2,-1,0,"no"
"36438",31,467,11,171,2,-1,0,"no"
"18577",36,2706,31,75,3,-1,0,"no"
"7803",39,839,30,825,2,-1,0,"no"
"35109",36,777,6,185,3,-1,0,"no"
"15878",44,26,21,105,10,-1,0,"no"
"31681",35,744,7,1096,1,-1,0,"no"
"13974",41,362,10,326,5,-1,0,"no"
"7448",32,211,29,230,4,-1,0,"no"
"8964",44,7454,5,243,1,-1,0,"no"
"34456",45,46,5,234,1,-1,0,"no"
"35826",37,88,8,66,1,308,2,"no"
"22658",31,0,25,191,5,-1,0,"no"
"43270",39,494,10,106,2,478,3,"yes"
"8735",44,529,4,129,4,-1,0,"no"
"40451",70,7781,3,222,1,-1,0,"no"
"24112",34,0,30,154,1,-1,0,"yes"
"10604",49,3250,16,32,3,-1,0,"no"
"10943",36,553,17,19,4,-1,0,"no"
"34701",41,394,5,52,3,-1,0,"no"
"38672",36,2278,15,200,3,298,1,"no"
"32357",45,3512,16,96,1,-1,0,"no"
"21089",34,6529,14,505,2,-1,0,"yes"
"39016",30,1922,18,546,1,-1,0,"no"
"181",31,37,5,313,1,-1,0,"no"
"41706",70,8897,6,692,2,-1,0,"no"
"28026",42,399,28,296,2,-1,0,"no"
"43026",34,8000,12,291,1,260,2,"yes"
"38274",40,-450,15,181,1,-1,0,"no"
"15029",30,7032,17,102,1,-1,0,"no"
"34105",26,2503,30,121,1,63,2,"no"
"27436",47,7708,21,157,5,-1,0,"no"
"14802",36,64,16,130,1,-1,0,"no"
"13202",26,81,8,803,2,-1,0,"yes"
"22233",47,468,21,381,7,-1,0,"no"
"43417",30,102,5,470,7,426,3,"yes"
"31820",33,318,8,1190,1,141,3,"yes"
"22944",45,2,26,105,10,-1,0,"no"
"3292",44,560,15,80,1,-1,0,"no"
"11310",40,2357,18,66,3,-1,0,"no"
"29580",48,312,3,369,2,-1,0,"no"
"22132",36,0,21,173,2,-1,0,"no"
"32872",28,175,17,219,1,-1,0,"no"
"15602",31,324,21,167,4,-1,0,"no"
"1815",28,101,9,224,3,-1,0,"no"
"19184",31,1377,5,371,2,-1,0,"no"
"32762",49,816,17,76,1,260,7,"no"
"21050",56,811,14,148,19,-1,0,"no"
"3084",43,206,14,436,1,-1,0,"no"
"41350",33,2340,31,65,5,97,3,"no"
"2185",43,275,12,457,4,-1,0,"no"
"16919",30,297,25,218,1,-1,0,"no"
"30613",32,124,6,202,3,9,5,"no"
"40291",45,8319,15,75,2,-1,0,"no"
"43192",27,311,2,187,3,322,1,"yes"
"21844",52,-163,20,138,2,-1,0,"no"
"3696",32,1423,16,223,3,-1,0,"no"
"41490",33,409,8,165,1,97,4,"yes"
"7564",50,11528,30,57,1,-1,0,"no"
"41112",29,7585,17,123,1,-1,0,"no"
"804",37,238,7,200,2,-1,0,"no"
"26867",46,676,20,825,6,174,4,"no"
"416",34,67,6,90,1,-1,0,"no"
"27022",50,4117,21,530,1,-1,0,"yes"
"44405",38,1199,4,178,1,1,1,"yes"
"36654",40,-48,12,113,1,-1,0,"no"
"17820",32,2664,29,242,7,-1,0,"no"
"2909",42,3641,14,869,1,-1,0,"no"
"43201",23,287,3,700,3,180,1,"no"
"300",57,792,5,65,2,-1,0,"no"
"42160",42,603,5,298,5,-1,0,"no"
"3174",44,3407,15,179,2,-1,0,"no"
"10636",48,3940,16,298,6,-1,0,"no"
"33224",33,910,20,42,1,-1,0,"no"
"22414",46,447,22,314,2,-1,0,"no"
"23865",35,33,29,300,2,-1,0,"no"
"35756",39,860,8,312,1,-1,0,"no"
"8577",34,765,3,111,7,-1,0,"no"
"35439",53,160,7,589,2,-1,0,"no"
"37789",32,811,14,563,1,-1,0,"yes"
"2154",59,371,12,832,3,-1,0,"no"
"42531",44,132,21,103,5,124,4,"no"
"9955",37,375,9,223,2,-1,0,"no"
"40827",29,630,11,94,3,-1,0,"no"
"42938",56,2038,8,405,1,305,1,"no"
"14438",35,0,14,340,3,-1,0,"no"
"15530",31,325,18,1139,2,-1,0,"yes"
"13425",50,1572,9,185,1,-1,0,"no"
"29627",54,1154,3,125,3,-1,0,"no"
"3082",29,236,14,554,1,-1,0,"no"
"20552",47,-1854,12,388,2,-1,0,"no"
"668",40,200,6,322,2,-1,0,"no"
"40187",54,466,5,151,2,-1,0,"no"
"34346",40,1313,4,171,4,-1,0,"no"
"39517",29,238,25,344,2,88,1,"yes"
"31695",33,706,7,329,1,322,1,"no"
"5214",30,399,23,158,3,-1,0,"no"
"43573",64,4787,28,392,1,182,1,"yes"
"5335",41,287,23,236,2,-1,0,"no"
"8131",40,-80,2,147,1,-1,0,"no"
"41707",19,55,6,89,2,193,1,"no"
"44399",34,69,3,263,3,251,3,"yes"
"30008",33,889,4,139,1,-1,0,"no"
"7569",42,685,30,204,4,-1,0,"no"
"19105",60,0,5,202,1,-1,0,"no"
"2005",23,375,9,194,3,-1,0,"no"
"19838",37,578,8,401,4,-1,0,"no"
"5964",33,1050,26,304,4,-1,0,"no"
"38205",30,278,15,148,1,-1,0,"no"
"31225",25,1099,2,131,12,-1,0,"no"
"28956",34,0,2,327,1,-1,0,"no"
"37991",30,378,14,566,2,-1,0,"yes"
"27013",58,6316,21,91,1,-1,0,"no"
"10105",53,-285,11,328,1,-1,0,"no"
"26500",39,369,20,224,1,-1,0,"no"
"18034",42,-406,30,152,5,-1,0,"no"
"21520",53,4380,19,223,7,-1,0,"no"
"20730",59,235,13,119,2,-1,0,"no"
"44188",46,5021,15,957,1,182,1,"yes"
"5073",38,-100,21,189,2,-1,0,"no"
"10901",45,521,17,259,3,-1,0,"no"
"18041",41,335,30,44,4,-1,0,"no"
"17174",57,0,28,261,4,-1,0,"no"
"30760",34,904,6,199,3,-1,0,"no"
"43463",25,1857,13,295,4,187,6,"yes"
"27530",32,1615,21,164,3,-1,0,"no"
"11572",46,626,19,177,2,-1,0,"no"
"35373",50,0,7,55,1,-1,0,"no"
"43886",34,592,8,49,1,-1,0,"no"
"30826",26,479,9,133,3,-1,0,"no"
"9513",49,2754,6,18,2,-1,0,"no"
"38057",42,343,14,33,7,365,7,"no"
"24840",41,16517,18,1268,2,-1,0,"no"
"19749",52,5102,8,117,2,-1,0,"no"
"38939",43,249,18,33,5,298,2,"no"
"44771",37,1189,13,323,9,199,4,"yes"
"27364",56,445,21,13,6,-1,0,"no"
"10423",38,-363,12,340,2,-1,0,"no"
"7316",35,219,29,161,1,-1,0,"no"
"32260",38,904,16,361,1,339,1,"no"
"1505",55,1288,8,67,2,-1,0,"no"
"6783",29,231,28,122,1,-1,0,"no"
"133",38,1685,5,185,1,-1,0,"no"
"36152",49,3652,11,568,1,285,2,"no"
"19841",46,107,8,109,6,-1,0,"no"
"40018",33,16,3,102,1,-1,0,"no"
"4378",30,3291,19,1218,3,-1,0,"yes"
"32676",33,273,17,181,1,317,1,"no"
"42352",30,265,25,295,1,93,3,"no"
"5597",51,3,23,259,2,-1,0,"no"
"15678",34,130,21,156,1,-1,0,"no"
"5547",40,278,23,1015,3,-1,0,"yes"
"22079",34,0,21,398,2,-1,0,"no"
"14545",38,7752,15,138,4,-1,0,"no"
"13578",44,0,9,224,1,-1,0,"no"
"43973",25,1957,24,1207,4,385,1,"yes"
"11860",40,188,20,570,2,-1,0,"yes"
"12650",37,60,4,426,3,-1,0,"no"
"42398",36,4708,3,284,1,171,1,"yes"
"7315",46,1544,29,609,1,-1,0,"no"
"14253",45,-149,14,287,2,-1,0,"no"
"21648",33,808,19,12,16,-1,0,"no"
"26804",44,6285,20,136,3,125,2,"no"
"20314",40,4186,11,129,1,-1,0,"no"
"20109",57,2416,11,74,2,-1,0,"no"
"7275",38,2345,29,174,2,-1,0,"no"
"38176",38,773,15,198,1,359,1,"no"
"36673",37,166,12,132,1,-1,0,"no"
"36472",36,543,11,66,3,-1,0,"no"
"43723",75,6027,14,809,1,179,4,"yes"
"5588",35,208,23,247,3,-1,0,"no"
"29483",44,1617,3,56,1,-1,0,"no"
"33315",27,472,20,144,4,-1,0,"no"
"5684",59,-396,26,204,1,-1,0,"no"
"25004",46,430,18,91,1,-1,0,"no"
"8535",47,17964,3,165,2,-1,0,"no"
"1420",32,214,8,190,1,-1,0,"no"
"24011",46,591,29,81,2,-1,0,"no"
"13610",36,6404,9,304,1,-1,0,"no"
"8937",33,36,4,36,4,-1,0,"no"
"8078",37,756,2,74,1,-1,0,"no"
"28996",44,-1317,2,371,1,-1,0,"no"
"44798",63,4680,15,953,2,-1,0,"yes"
"25140",32,3442,18,475,1,-1,0,"no"
