"","age","balance","day","duration","campaign","pdays","previous","y"
"35497",54,1145,7,178,3,-1,0,"no"
"35774",52,33,8,301,1,-1,0,"no"
"2296",46,0,12,51,9,-1,0,"no"
"4837",38,546,21,264,2,-1,0,"no"
"15077",32,14611,17,67,1,-1,0,"no"
"2373",29,0,13,53,1,-1,0,"no"
"38671",30,220,15,187,3,-1,0,"no"
"17277",49,475,28,273,2,-1,0,"no"
"40851",27,5291,12,345,2,-1,0,"no"
"38542",40,1145,15,175,4,-1,0,"no"
"11595",39,2453,19,92,2,-1,0,"no"
"40707",37,96,7,155,1,99,2,"yes"
"26659",39,966,20,186,1,-1,0,"no"
"33429",32,3322,20,380,1,74,4,"no"
"27135",55,1181,21,42,1,-1,0,"no"
"4167",31,41,19,265,1,-1,0,"no"
"40778",31,10884,10,294,3,98,2,"yes"
"9498",30,1636,6,301,2,-1,0,"no"
"19941",30,221,8,61,4,-1,0,"no"
"23078",44,254,26,224,6,-1,0,"no"
"21180",34,0,14,227,3,-1,0,"no"
"9129",49,787,5,280,1,-1,0,"no"
"11937",41,1498,20,10,2,-1,0,"no"
"21633",31,0,19,155,4,-1,0,"no"
"15634",41,525,21,108,1,-1,0,"no"
"20715",52,-384,13,114,4,-1,0,"no"
"20638",31,36,12,111,3,-1,0,"no"
"25226",33,0,18,91,2,-1,0,"no"
"26770",52,234,20,208,1,-1,0,"no"
"5551",33,-346,23,29,3,-1,0,"no"
"34348",36,3850,4,8,4,-1,0,"no"
"3164",40,422,14,187,3,-1,0,"no"
"21010",34,-14,14,85,2,-1,0,"no"
"4319",36,141,19,165,5,-1,0,"no"
"12795",56,21,7,118,1,-1,0,"no"
"3336",60,1224,15,120,1,-1,0,"no"
"26184",41,3992,20,281,2,-1,0,"no"
"44456",21,2077,5,323,1,-1,0,"yes"
"12797",32,1604,7,625,1,-1,0,"yes"
"33392",39,1457,20,430,1,-1,0,"no"
"5040",32,0,21,143,2,-1,0,"no"
"38079",48,430,14,340,3,371,8,"no"
"29418",41,0,3,182,2,-1,0,"no"
"37141",46,437,13,546,3,-1,0,"yes"
"2793",47,4666,14,451,3,-1,0,"no"
"2567",41,0,13,161,1,-1,0,"no"
"19417",46,225,6,530,5,-1,0,"no"
"41176",39,139,19,328,1,79,1,"no"
"19017",39,1069,5,422,1,-1,0,"no"
"14409",41,-1,14,140,2,-1,0,"no"
"2164",40,888,12,169,2,-1,0,"no"
"30125",46,96,4,151,2,-1,0,"no"
"31982",49,190,13,421,1,-1,0,"no"
"24054",47,24556,20,309,1,-1,0,"no"
"28663",32,-509,30,134,1,-1,0,"no"
"3602",60,38,15,78,4,-1,0,"no"
"15603",51,0,21,130,1,-1,0,"no"
"26614",32,781,20,305,1,-1,0,"no"
"21301",48,2227,18,98,12,-1,0,"no"
"16152",35,-196,22,216,2,-1,0,"no"
"27463",32,73,21,158,1,135,1,"no"
"37649",36,869,14,102,1,350,1,"no"
"8130",42,-755,2,312,1,-1,0,"no"
"2584",46,781,13,152,1,-1,0,"no"
"23489",44,3463,28,210,3,-1,0,"no"
"38077",33,686,14,30,6,343,12,"no"
"14839",41,340,16,206,2,-1,0,"no"
"11108",37,415,18,203,1,-1,0,"no"
"15239",27,0,17,991,5,-1,0,"yes"
"27438",51,4,21,58,2,-1,0,"no"
"10676",35,-281,16,15,15,-1,0,"no"
"4545",33,-53,20,172,1,-1,0,"no"
"1875",33,92,9,127,1,-1,0,"no"
"22897",54,1451,25,308,7,-1,0,"no"
"5027",39,1961,21,216,1,-1,0,"no"
"13574",37,865,9,332,1,-1,0,"no"
"19715",42,219,7,186,3,-1,0,"no"
"25791",47,1939,19,150,1,174,1,"no"
"30255",36,767,5,77,1,-1,0,"no"
"27657",50,6825,21,24,9,-1,0,"no"
"24447",53,5187,17,560,2,-1,0,"no"
"745",45,248,6,88,5,-1,0,"no"
"33832",33,1450,27,81,1,-1,0,"no"
"29387",52,820,2,135,2,-1,0,"no"
"40637",45,153,5,277,1,-1,0,"yes"
"11030",53,232,17,203,2,-1,0,"no"
"42877",47,46,4,371,1,-1,0,"no"
"36964",44,199,12,150,7,-1,0,"no"
"7546",26,-599,30,62,3,-1,0,"no"
"1676",28,6,9,254,1,-1,0,"no"
"13544",33,-384,9,125,1,-1,0,"no"
"7792",46,-287,30,113,3,-1,0,"no"
"24431",37,344,17,56,1,-1,0,"no"
"12199",52,2276,20,83,3,-1,0,"no"
"33785",62,1625,23,155,1,-1,0,"no"
"37219",32,309,13,185,1,370,3,"no"
"31839",40,1832,8,179,2,-1,0,"no"
"13650",52,0,9,60,1,-1,0,"no"
"24265",49,64,17,208,1,159,1,"no"
"12332",44,-153,26,197,1,-1,0,"no"
"13645",52,0,9,266,1,-1,0,"no"
"32358",43,240,16,453,1,-1,0,"yes"
"24574",52,1818,17,189,2,111,4,"no"
"37182",35,247,13,114,1,352,5,"no"
"30293",38,185,5,360,1,-1,0,"no"
"13623",30,1,9,347,1,-1,0,"no"
"17430",33,271,28,262,4,-1,0,"no"
"23384",50,0,27,78,3,-1,0,"no"
"40839",81,0,11,198,1,-1,0,"no"
"4433",38,736,20,775,1,-1,0,"no"
"18437",54,12,31,77,4,-1,0,"no"
"42613",67,1430,11,499,2,91,3,"yes"
"1708",49,1842,9,124,2,-1,0,"no"
"14776",52,-888,16,135,1,-1,0,"no"
"30744",52,1351,6,11,3,-1,0,"no"
"36087",45,1265,11,40,8,299,1,"no"
"40526",39,198,8,665,1,-1,0,"no"
"36877",44,285,12,373,3,-1,0,"no"
"23736",43,1077,28,48,3,-1,0,"no"
"40488",34,-74,7,98,2,347,4,"no"
"24151",31,163,10,107,1,-1,0,"no"
"36814",56,31,12,215,2,-1,0,"no"
"11288",31,671,18,704,4,-1,0,"yes"
"14436",41,533,14,257,4,-1,0,"no"
"31344",45,10768,16,104,2,-1,0,"no"
"13523",57,323,9,54,1,-1,0,"no"
"7402",36,891,29,233,5,-1,0,"no"
"44080",30,0,5,140,1,424,8,"yes"
"12454",39,-106,1,60,4,-1,0,"no"
"19054",59,0,5,54,1,-1,0,"no"
"30495",31,823,5,152,2,-1,0,"no"
"21879",43,469,20,89,2,-1,0,"no"
"44919",35,318,1,142,1,-1,0,"no"
"10625",36,-1941,16,505,1,-1,0,"no"
"11781",50,0,20,174,1,-1,0,"no"
"32176",50,254,15,397,2,337,1,"no"
"9462",48,11146,6,136,1,-1,0,"no"
"27205",35,2971,21,112,2,-1,0,"no"
"10822",36,652,17,187,1,-1,0,"no"
"5050",32,1330,21,83,1,-1,0,"no"
"23443",47,65,28,118,8,-1,0,"no"
"5678",50,683,26,129,3,-1,0,"no"
"29015",57,5126,2,113,2,-1,0,"no"
"38666",34,72,15,93,3,-1,0,"no"
"4050",27,276,19,311,2,-1,0,"no"
"12706",56,409,7,176,6,-1,0,"no"
"496",39,0,6,174,2,-1,0,"no"
"9269",58,419,5,295,3,-1,0,"no"
"44586",61,681,19,173,6,492,2,"no"
"43114",32,324,23,432,1,-1,0,"yes"
"2688",49,735,13,50,3,-1,0,"no"
"40200",46,3434,8,148,2,101,1,"yes"
"15799",51,73,21,195,1,-1,0,"no"
"6275",46,258,27,217,1,-1,0,"no"
"27274",36,210,21,62,1,127,2,"no"
"26061",54,277,19,300,5,170,3,"no"
"13894",50,-130,10,328,1,-1,0,"no"
"3251",36,-175,15,180,2,-1,0,"no"
"26411",30,1015,20,24,1,113,8,"no"
"5125",32,1756,21,206,3,-1,0,"no"
"4489",58,11,20,90,1,-1,0,"no"
"7958",38,-10,2,137,7,-1,0,"no"
"15614",36,-158,21,42,6,-1,0,"no"
"23178",45,3460,27,116,4,-1,0,"no"
"28720",32,1630,30,122,1,-1,0,"no"
"14470",36,1580,14,615,3,-1,0,"no"
"13433",50,38,9,42,1,-1,0,"no"
"6041",45,159,26,66,3,-1,0,"no"
"323",48,161,5,224,3,-1,0,"no"
"21671",30,5,19,120,6,-1,0,"no"
"21017",47,3681,14,101,2,-1,0,"no"
"11172",37,11265,18,417,1,-1,0,"no"
"38057",42,343,14,33,7,365,7,"no"
"23343",49,410,27,117,7,-1,0,"no"
"15065",56,0,17,82,1,-1,0,"no"
"32149",32,133,15,171,1,-1,0,"yes"
"10343",38,545,12,436,1,-1,0,"no"
"1749",25,787,9,164,1,-1,0,"no"
"33741",64,826,22,101,1,-1,0,"no"
"31993",40,1293,13,128,3,-1,0,"no"
"3413",28,86,15,918,1,-1,0,"no"
"20543",31,86,12,150,4,-1,0,"no"
"36544",54,66,12,246,2,-1,0,"no"
"41226",53,0,21,53,1,-1,0,"no"
"8131",40,-80,2,147,1,-1,0,"no"
"11525",50,59,19,184,1,-1,0,"no"
"38802",33,2533,18,16,6,180,2,"no"
"35073",30,0,6,239,2,-1,0,"no"
"33226",35,0,20,123,3,-1,0,"no"
"24982",40,701,18,159,1,-1,0,"no"
"3228",44,1033,15,71,1,-1,0,"no"
"43077",47,1568,19,388,1,262,7,"yes"
"1480",30,80,8,185,2,-1,0,"no"
"4171",31,259,19,287,1,-1,0,"no"
"16583",34,0,24,174,3,-1,0,"no"
"30385",32,-149,5,93,1,8,1,"no"
"39700",25,425,27,100,1,-1,0,"no"
"30978",54,2895,9,20,2,256,1,"no"
"32583",29,32,17,514,1,-1,0,"no"
"25956",55,4733,19,70,1,174,2,"no"
"26894",42,4014,21,149,4,186,1,"no"
"36916",39,5092,12,206,2,329,6,"no"
"27681",56,1521,21,19,2,179,3,"no"
"28397",33,1590,29,57,1,-1,0,"no"
"21745",33,0,19,78,3,-1,0,"no"
"42929",41,1232,5,217,1,-1,0,"no"
"41601",71,0,16,246,3,-1,0,"no"
"26753",30,19796,20,41,1,-1,0,"no"
"26240",37,692,20,42,1,-1,0,"no"
"12545",58,0,3,84,1,-1,0,"no"
"2683",59,593,13,64,2,-1,0,"no"
"4697",32,1131,20,267,2,-1,0,"no"
"3200",49,2040,15,204,1,-1,0,"no"
"30077",55,1436,4,969,2,-1,0,"no"
"16919",30,297,25,218,1,-1,0,"no"
"31218",33,21,2,202,2,-1,0,"no"
"21293",42,1225,18,104,3,-1,0,"no"
"5602",31,309,23,146,6,-1,0,"no"
"1867",30,18,9,395,1,-1,0,"no"
"44778",62,4608,14,706,1,186,1,"no"
"40034",43,3917,3,725,2,93,1,"yes"
"37068",36,2151,13,134,1,370,1,"no"
"28192",30,1422,29,305,1,223,27,"no"
"31858",29,23,8,101,2,-1,0,"no"
"40715",37,318,7,83,1,95,4,"no"
"13783",33,17,10,489,1,-1,0,"no"
"29496",33,483,3,280,2,-1,0,"no"
"8760",29,1566,4,233,1,-1,0,"no"
"41574",48,2351,15,150,1,105,3,"yes"
"2473",30,-166,13,255,5,-1,0,"no"
"25122",30,12569,18,87,1,-1,0,"no"
"34189",60,1723,4,160,4,83,3,"no"
"1015",52,220,7,143,3,-1,0,"no"
"5039",31,428,21,272,1,-1,0,"no"
"3356",55,158,15,176,18,-1,0,"no"
"11069",37,531,17,150,7,-1,0,"no"
"16891",29,-62,25,126,1,-1,0,"no"
"39302",40,503,18,24,2,-1,0,"no"
"36469",38,0,11,284,4,-1,0,"no"
"247",22,0,5,179,2,-1,0,"no"
"1868",37,131,9,137,2,-1,0,"no"
"39419",46,1381,22,115,3,379,1,"no"
"4900",25,-268,21,264,1,-1,0,"no"
"876",32,473,7,204,2,-1,0,"no"
"36142",41,419,11,442,1,370,3,"no"
"20652",47,570,12,864,3,-1,0,"no"
"20555",38,382,12,180,2,-1,0,"no"
"22193",55,400,21,137,4,-1,0,"no"
"1226",27,81,8,238,1,-1,0,"no"
"35560",45,-106,7,553,3,288,1,"yes"
"6189",38,-212,27,78,2,-1,0,"no"
"27511",34,2856,21,165,2,-1,0,"no"
"12800",51,505,7,199,4,-1,0,"no"
"28566",32,337,29,213,2,261,1,"no"
"29277",45,1214,2,150,2,189,2,"no"
"20124",34,4231,11,382,2,-1,0,"no"
"22562",56,150,22,105,1,-1,0,"no"
"38091",36,568,15,140,3,364,2,"no"
"20503",37,4044,12,87,4,-1,0,"no"
"37537",35,1417,14,65,3,-1,0,"no"
"26551",32,726,20,188,2,-1,0,"no"
"31797",52,821,8,426,2,-1,0,"no"
"20480",37,353,12,147,2,-1,0,"no"
"37409",30,2191,13,157,4,-1,0,"no"
"41012",45,0,13,99,1,-1,0,"no"
"32337",28,1428,16,495,1,-1,0,"no"
"26847",56,1437,20,367,8,-1,0,"no"
"34478",52,576,5,139,1,286,1,"no"
"5167",31,1138,21,254,3,-1,0,"no"
"40136",26,2158,5,227,1,-1,0,"no"
"29227",28,689,2,36,1,-1,0,"no"
"17561",47,61,29,69,5,-1,0,"no"
"19694",34,0,7,181,3,-1,0,"no"
"17110",36,345,25,400,2,-1,0,"no"
"9851",53,1626,9,151,1,-1,0,"no"
"12122",45,14902,20,31,6,-1,0,"no"
"10525",36,4143,16,78,5,-1,0,"no"
"12475",30,49,1,359,1,-1,0,"no"
"41080",60,209,14,391,3,106,1,"yes"
"39217",31,-241,18,333,2,355,1,"no"
"10558",36,638,16,1395,2,-1,0,"yes"
"36306",36,151,11,327,1,-1,0,"no"
"13388",46,152,9,72,1,-1,0,"no"
"27428",47,0,21,85,1,198,1,"no"
"36808",31,2581,12,240,1,365,2,"no"
"10827",39,4722,17,483,1,-1,0,"no"
"33383",50,516,20,198,1,-1,0,"no"
"11151",49,1202,18,122,1,-1,0,"no"
"34214",49,1,4,1076,3,175,1,"yes"
"35650",41,2039,8,729,1,-1,0,"yes"
"33480",64,571,20,1422,2,-1,0,"yes"
"6919",28,949,28,1730,1,-1,0,"yes"
"37515",38,4406,13,689,2,-1,0,"yes"
"15092",55,6507,17,109,1,-1,0,"no"
"26552",32,5205,20,352,1,-1,0,"no"
"16646",53,-252,24,223,2,-1,0,"no"
"8572",44,-1621,3,171,5,-1,0,"no"
"15883",52,150,21,177,3,-1,0,"no"
"19618",36,0,7,171,2,-1,0,"no"
"40548",49,114,8,502,2,-1,0,"no"
"34760",23,589,6,62,1,-1,0,"no"
"39738",45,2033,28,48,4,-1,0,"no"
"7667",40,1082,30,854,2,-1,0,"yes"
"14740",31,0,15,624,6,-1,0,"no"
"32008",30,-93,13,173,4,-1,0,"no"
"25513",36,2390,19,400,1,-1,0,"no"
"38675",45,1378,15,25,5,372,2,"no"
"21512",47,0,19,213,2,-1,0,"no"
"40988",76,3324,13,227,2,192,1,"yes"
"9417",37,1004,6,377,3,-1,0,"no"
"8388",43,-120,3,46,1,-1,0,"no"
"9575",37,5334,6,58,1,-1,0,"no"
"1124",43,117,7,84,2,-1,0,"no"
"10216",49,133,11,319,6,-1,0,"no"
"39202",28,224,18,567,2,-1,0,"no"
"37092",38,15030,13,167,1,174,7,"no"
"13587",51,804,9,176,1,-1,0,"no"
"3352",59,7475,15,587,1,-1,0,"no"
"41128",61,1128,18,243,2,-1,0,"no"
"9463",42,202,6,136,1,-1,0,"no"
"44391",34,0,3,261,1,470,2,"yes"
"13060",26,122,8,160,1,-1,0,"no"
"23006",32,316,26,137,2,-1,0,"no"
"7139",38,623,29,44,1,-1,0,"no"
"27498",34,2343,21,39,9,-1,0,"no"
"27530",32,1615,21,164,3,-1,0,"no"
"13624",43,13,9,977,4,-1,0,"no"
"42496",53,1796,15,476,1,193,1,"yes"
"23427",54,-102,27,164,7,-1,0,"no"
"28342",53,-46,29,87,2,-1,0,"no"
"34607",35,0,5,310,1,-1,0,"no"
"22335",31,0,22,127,2,-1,0,"no"
"5376",29,208,23,249,1,-1,0,"no"
"22842",35,0,25,484,4,-1,0,"no"
"7767",51,1374,30,378,1,-1,0,"no"
"18959",40,4,4,135,3,-1,0,"no"
"20520",30,-672,12,130,2,-1,0,"no"
"32922",47,407,17,145,3,-1,0,"no"
"37022",28,-97,13,129,1,-1,0,"no"
"10615",51,1610,16,1248,3,-1,0,"yes"
"27348",45,942,21,362,1,-1,0,"no"
"44054",29,0,1,12,1,514,3,"no"
"41871",62,1515,19,131,1,187,2,"no"
"25040",32,135,18,67,1,-1,0,"no"
"43072",26,2532,18,269,1,-1,0,"yes"
"36970",36,578,13,130,2,-1,0,"no"
"34860",46,281,6,267,1,-1,0,"no"
"18851",57,6997,4,117,1,-1,0,"no"
"13760",30,167,10,255,1,-1,0,"yes"
"17578",51,492,29,54,7,-1,0,"no"
"38571",26,0,15,23,8,-1,0,"no"
"38888",33,2717,18,185,1,-1,0,"no"
"17830",54,3067,29,222,3,-1,0,"no"
"6888",32,-233,28,140,2,-1,0,"no"
"955",43,87,7,328,2,-1,0,"no"
"32083",56,3931,14,115,1,-1,0,"no"
"5100",40,1744,21,465,11,-1,0,"no"
"45155",63,3738,9,301,1,456,4,"no"
"12919",28,198,7,159,1,-1,0,"no"
"29741",54,195,4,47,1,265,6,"no"
"56",38,243,5,174,1,-1,0,"no"
"19145",42,3530,5,33,4,-1,0,"no"
"15127",57,429,17,245,1,-1,0,"no"
"9655",39,328,6,188,7,-1,0,"no"
"5503",38,1375,23,83,3,-1,0,"no"
"20853",59,10054,13,79,6,-1,0,"no"
"27753",38,316,28,223,1,247,2,"no"
"38796",29,9,18,19,5,-1,0,"no"
"40326",49,4200,16,55,2,-1,0,"no"
"42289",33,2465,16,139,2,95,1,"no"
"34978",34,2640,6,181,1,-1,0,"no"
"1058",47,438,7,46,3,-1,0,"no"
"12285",57,711,25,411,1,-1,0,"no"
"35764",51,203,8,134,1,170,5,"no"
"21014",47,2836,14,10,2,-1,0,"no"
"42099",33,2485,2,91,2,-1,0,"no"
"21306",34,332,18,75,7,-1,0,"no"
"15866",45,-406,21,276,2,-1,0,"no"
"44302",35,775,27,9,1,-1,0,"no"
"4975",27,1303,21,364,1,-1,0,"no"
"41713",37,2061,7,867,2,107,4,"no"
"32216",32,309,16,346,1,234,3,"no"
"27503",38,1973,21,155,2,-1,0,"no"
"3752",34,1029,16,125,1,-1,0,"no"
"7289",36,3670,29,617,2,-1,0,"no"
"25540",33,659,19,311,1,-1,0,"no"
"21912",56,300,20,184,3,-1,0,"no"
"38335",23,-295,15,411,1,323,2,"no"
"21838",40,2228,20,150,2,-1,0,"no"
"29317",27,0,2,168,1,-1,0,"no"
"19338",57,0,6,100,6,-1,0,"no"
"42067",62,115,29,157,4,183,3,"no"
"22689",40,237,25,87,5,-1,0,"no"
"14759",45,1063,16,41,4,-1,0,"no"
"27894",45,347,28,53,1,-1,0,"no"
"13450",35,2355,9,515,1,-1,0,"no"
"28595",45,185,29,249,3,-1,0,"no"
"32631",51,615,17,97,1,-1,0,"no"
"12850",25,218,7,448,1,-1,0,"no"
"31962",52,8180,13,81,1,144,1,"no"
"4401",34,31,20,20,14,-1,0,"no"
"11107",37,2657,18,295,1,-1,0,"no"
"29670",40,-78,3,2053,4,-1,0,"no"
"40789",34,2427,11,90,3,70,3,"no"
"11607",25,1782,19,549,1,-1,0,"no"
"11355",60,987,19,102,13,-1,0,"no"
"35004",49,6882,6,482,2,-1,0,"no"
"31605",41,3123,3,1203,2,135,2,"yes"
"43010",75,291,11,515,1,183,1,"yes"
"34985",32,-248,6,109,1,315,20,"no"
"14539",35,286,15,164,3,-1,0,"no"
"16206",26,288,22,714,1,-1,0,"no"
"42126",44,205,3,289,1,-1,0,"yes"
"21904",55,1218,20,107,2,-1,0,"no"
"33237",35,1345,20,163,1,271,1,"no"
"11105",29,1104,18,262,9,-1,0,"no"
"10475",37,1,16,103,2,-1,0,"no"
"44781",72,2321,14,221,2,64,12,"yes"
"42033",42,3213,28,172,1,-1,0,"no"
"13059",39,1661,8,431,1,-1,0,"no"
"26825",40,5248,20,194,4,188,8,"no"
"16223",32,1539,23,218,2,-1,0,"no"
"22223",39,1981,21,1026,4,-1,0,"no"
"22108",41,988,21,429,2,-1,0,"no"
"27861",41,620,28,314,1,-1,0,"no"
"34216",36,365,4,643,1,-1,0,"yes"
"24985",51,7338,18,82,1,-1,0,"no"
"24967",42,130,18,112,1,-1,0,"no"
"3178",26,-219,15,311,5,-1,0,"no"
"18737",48,3644,31,1039,9,-1,0,"yes"
"20753",51,712,13,287,2,-1,0,"no"
"21324",49,1101,18,29,3,-1,0,"no"
"10000",42,8036,9,948,5,-1,0,"no"
"34963",34,748,6,161,1,-1,0,"no"
"33032",42,2003,17,177,3,-1,0,"no"
"2955",46,243,14,345,2,-1,0,"no"
"4679",32,196,20,196,6,-1,0,"no"
"12781",57,808,7,274,1,-1,0,"no"
"22381",34,36,22,192,6,-1,0,"no"
"8054",31,859,2,80,1,-1,0,"no"
"27352",39,1654,21,151,1,-1,0,"no"
"18431",31,-82,31,543,31,-1,0,"no"
"8796",25,493,4,301,1,-1,0,"no"
"25643",35,131,19,248,1,-1,0,"no"
"39943",35,1354,2,250,2,-1,0,"yes"
"40022",30,853,3,343,1,-1,0,"no"
"36908",59,145,12,556,2,287,13,"yes"
"114",36,448,5,286,1,-1,0,"no"
"30179",38,890,5,43,2,-1,0,"no"
"21892",33,56,20,75,2,-1,0,"no"
"35897",36,0,8,254,2,361,8,"no"
"42690",35,1830,15,78,4,93,2,"no"
"35209",40,322,7,201,1,-1,0,"no"
"10957",44,268,17,108,6,-1,0,"no"
"36667",54,384,12,30,7,-1,0,"no"
"29707",33,640,3,439,3,-1,0,"no"
"4938",32,0,21,250,2,-1,0,"no"
"12400",52,2430,27,185,3,-1,0,"no"
"24898",42,1958,18,129,1,172,3,"no"
"6428",44,-239,27,111,3,-1,0,"no"
"30857",32,298,9,12,4,-1,0,"no"
"14724",31,0,15,216,7,-1,0,"no"
"30296",32,205,5,141,4,-1,0,"no"
"19456",49,0,7,301,2,-1,0,"no"
"28001",30,140,28,186,1,-1,0,"no"
"9458",26,1417,6,60,3,-1,0,"no"
"9909",44,20,9,98,1,-1,0,"no"
"42731",77,4112,26,1616,1,95,2,"yes"
"17629",50,176,29,155,2,-1,0,"no"
"21155",44,347,14,63,2,-1,0,"no"
"22124",30,9,21,129,2,-1,0,"no"
"16829",37,1514,24,568,3,-1,0,"no"
"15793",29,-49,21,210,1,-1,0,"no"
"36261",38,154,11,197,1,-1,0,"no"
"8222",41,0,2,157,3,-1,0,"no"
"21702",33,18,19,19,18,-1,0,"no"
"12578",47,1156,3,74,5,-1,0,"no"
"19315",53,421,6,376,4,-1,0,"no"
"8025",32,3044,2,651,1,-1,0,"no"
"16390",53,267,23,90,1,-1,0,"no"
"42879",54,0,4,330,1,182,3,"no"
"35616",26,518,7,189,3,-1,0,"no"
"13370",27,154,9,75,1,-1,0,"no"
"44841",35,1120,21,4,1,771,2,"no"
"2072",40,66,12,29,8,-1,0,"no"
"40465",22,47,3,69,3,-1,0,"no"
"27425",34,6438,21,21,7,-1,0,"no"
"5351",30,253,23,160,2,-1,0,"no"
"1614",47,162,9,203,4,-1,0,"no"
"19923",31,37,8,669,2,-1,0,"yes"
"33778",81,122,23,201,1,-1,0,"no"
"26758",52,361,20,147,1,-1,0,"no"
"7448",32,211,29,230,4,-1,0,"no"
"10426",51,548,12,138,2,-1,0,"no"
"209",39,257,5,408,1,-1,0,"no"
"6015",35,1209,26,304,3,-1,0,"no"
"42401",53,980,3,352,1,-1,0,"yes"
"10718",60,470,16,100,2,-1,0,"no"
"36061",34,1826,11,212,1,-1,0,"no"
"27447",43,201,21,69,2,-1,0,"no"
"20189",45,0,11,79,6,-1,0,"no"
"29472",43,128,3,71,1,-1,0,"no"
"23328",31,183,27,120,4,-1,0,"no"
"22385",53,0,22,107,2,-1,0,"no"
"5682",34,503,26,120,2,-1,0,"no"
"19253",50,616,6,439,6,-1,0,"no"
"36279",44,491,11,40,4,-1,0,"no"
"15734",29,95,21,255,1,-1,0,"no"
"33784",25,0,23,163,1,-1,0,"yes"
"8985",43,-250,5,104,1,-1,0,"no"
"26071",32,586,19,158,4,-1,0,"no"
"29752",42,148,4,102,1,-1,0,"no"
"7775",52,1065,30,159,1,-1,0,"no"
"15026",40,518,17,84,1,-1,0,"no"
"38983",29,266,18,208,1,-1,0,"no"
"5399",33,339,23,496,4,-1,0,"no"
"12612",31,-322,4,208,1,-1,0,"no"
"36627",41,169,12,116,2,-1,0,"no"
"27937",33,215,28,144,1,-1,0,"no"
"33443",38,0,20,305,2,154,1,"no"
"40402",72,132,1,260,2,65,1,"yes"
"14806",31,81,16,57,8,-1,0,"no"
"29130",34,1301,2,56,1,-1,0,"no"
"13527",34,0,9,628,1,-1,0,"no"
"44091",60,2694,6,295,1,-1,0,"no"
"33345",34,1183,20,575,2,-1,0,"no"
"21809",51,180,20,154,2,-1,0,"no"
"3279",40,2651,15,94,1,-1,0,"no"
"25049",44,3340,18,251,1,-1,0,"no"
"35979",43,60,8,487,2,367,2,"no"
"29947",31,1214,4,974,1,-1,0,"yes"
"22731",59,283,25,272,4,-1,0,"no"
"39131",33,1077,18,432,3,374,3,"no"
"24094",33,431,27,51,1,-1,0,"no"
"29823",32,1246,4,192,2,-1,0,"yes"
"43687",31,533,12,372,1,90,10,"yes"
"32297",49,2416,16,1366,1,-1,0,"yes"
"35460",43,175,7,54,1,-1,0,"no"
"18263",46,5681,31,43,5,-1,0,"no"
"26529",32,10142,20,249,1,-1,0,"no"
"35277",34,-1490,7,219,1,-1,0,"no"
"19410",45,22,6,276,3,-1,0,"no"
"7719",44,787,30,570,2,-1,0,"no"
"7072",59,519,28,90,8,-1,0,"no"
"13815",52,2072,10,224,1,-1,0,"no"
"36375",57,99,11,133,2,370,2,"no"
"26971",42,2812,21,46,4,171,1,"no"
"28558",26,335,29,393,2,-1,0,"no"
"36817",51,1250,12,209,2,-1,0,"no"
"18300",42,3842,31,130,4,-1,0,"no"
"7925",36,71,30,510,5,-1,0,"no"
"5053",32,-198,21,681,3,-1,0,"yes"
"11130",27,47,18,114,4,-1,0,"no"
"32283",40,2284,16,100,1,-1,0,"no"
"431",55,131,6,744,1,-1,0,"no"
"26050",37,497,19,178,2,-1,0,"no"
"22466",46,273,22,565,2,-1,0,"yes"
"7844",38,-762,30,408,2,-1,0,"no"
"17888",43,511,30,67,7,-1,0,"no"
"5939",28,460,26,741,6,-1,0,"yes"
"18477",37,14,31,38,18,-1,0,"no"
"37715",48,214,14,307,1,177,2,"yes"
"22261",49,400,21,151,3,-1,0,"no"
"22810",30,73,25,114,6,-1,0,"no"
"24512",51,-174,17,348,1,-1,0,"no"
"3267",46,1004,15,34,1,-1,0,"no"
"13853",56,140,10,173,1,-1,0,"no"
"28567",48,101,29,414,2,192,3,"no"
"41016",30,305,13,75,1,105,3,"no"
"3033",37,766,14,123,1,-1,0,"no"
"28904",31,163,30,707,2,2,1,"yes"
"41984",55,865,27,96,1,111,3,"no"
"42030",65,1004,28,371,1,-1,0,"yes"
"40114",41,631,4,111,3,-1,0,"no"
"40621",57,666,4,138,1,-1,0,"no"
"45107",32,660,25,226,2,490,1,"yes"
"14111",34,444,11,173,2,-1,0,"no"
"30536",39,0,5,95,4,-1,0,"no"
"31579",32,824,3,272,1,-1,0,"no"
"556",36,-106,6,130,2,-1,0,"no"
"28590",45,-407,29,503,2,224,18,"no"
"43150",22,948,25,169,1,191,3,"yes"
"61",32,0,5,138,1,-1,0,"no"
"29677",48,460,3,91,3,264,2,"no"
"31763",38,6994,8,169,1,139,2,"no"
"40098",34,2918,4,246,1,196,2,"yes"
"22574",47,871,22,602,9,-1,0,"no"
"22515",31,47,22,361,4,-1,0,"no"
"23368",32,5118,27,263,12,-1,0,"no"
"41052",69,579,14,230,1,-1,0,"no"
"13283",28,31,8,323,2,-1,0,"no"
"8798",30,-242,4,276,1,-1,0,"no"
"541",46,71,6,416,1,-1,0,"no"
"22305",31,50,21,794,1,-1,0,"no"
"24831",37,66,18,1164,2,-1,0,"yes"
"37841",50,2719,14,97,2,-1,0,"no"
"4112",46,4301,19,134,2,-1,0,"no"
"14080",46,776,11,76,2,-1,0,"no"
